CCS -,CEAR -,CCEN -,CT -,CCM -,CBIOTEC -,CTDR -,CCHLA -,CCTA -,CCHSA -,CCSA -,CI -,CCAE -,CCJ -,CCA -,CE -
PALAVRAS,294,258,330,318,303,233,338,376,436,332,332,406,402,584,355,359
