CCS -,CEAR -,CCEN -,CT -,CCM -,CBIOTEC -,CTDR -,CCHLA -,CCTA -,CCHSA -,CCSA -,CI -,CCAE -,CCJ -,CCA -,CE -
PALAVRAS,189,239,244,99,213,210,190,207,87,155,235,41,229,215,187,189
