CCS -,CEAR -,CCEN -,CT -,CCM -,CBIOTEC -,CTDR -,CCHLA -,CCTA -,CCHSA -,CCSA -,CI -,CCAE -,CCJ -,CCA -,CE -
PALAVRAS,153,83,142,116,137,134,92,146,88,135,147,71,169,165,136,73
